group,category,code,long description,short description
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0518,"Removal with reinsertion, non-biodegradable drug delivery implants, 4 or more (services for subdermal implants)",Remove w insert drug implant
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0659,"Drug test(s), definitive, utilizing drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers), including but not limited to gc/ms (any type, single or tandem) and lc/ms (any type, single or tandem), excluding immunoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g., alcohol dehydrogenase), performed without method or drug-specific calibration, without matrix-matched quality control material, or without use of stable isotope or other universally recognized internal standard(s) for each drug, drug metabolite or drug class per specimen; qualitative or quantitative, all sources, includes specimen validity testing, per day, any number of drug classes",Drug test def simple all cl
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0908,Most recent hemoglobin (hgb) level > 12.0 g/dl,"HCPCS G0908 terminated on December 31, 2014."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0909,"Hemoglobin level measurement not documented, reason not given","HCPCS G0909 terminated on December 31, 2014."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0910,Most recent hemoglobin level <= 12.0 g/dl,"HCPCS G0910 terminated on December 31, 2014."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0913,Improvement in visual function achieved within 90 days following cataract surgery,Improve visual funct
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0914,Patient care survey was not completed by patient,Survey not complete
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0915,Improvement in visual function not achieved within 90 days following cataract surgery,No improve visual funct
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0916,Satisfaction with care achieved within 90 days following cataract surgery,Satisfy with care
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0917,Patient care survey was not completed by patient,Care survey not complete
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0918,Satisfaction with care not achieved within 90 days following cataract surgery,No satisfy with care
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0919,Influenza immunization ordered or recommended (to be given at alternate location or alternate provider); vaccine not available at time of visit,"HCPCS G0919 terminated on December 31, 2014."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0920,"Type, anatomic location, and activity all documented","HCPCS G0920 terminated on December 31, 2014."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0921,"Documentation of patient reason(s) for not being able to assess (e.g., patient refuses endoscopic and/or radiologic assessment)","HCPCS G0921 terminated on December 31, 2014."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G0922,"No documentation of disease type, anatomic location, and activity, reason not given","HCPCS G0922 terminated on December 31, 2014."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1000,"Clinical decision support mechanism applied pathways, as defined by the medicare appropriate use criteria program","HCPCS G1000 terminated on March 31, 2020."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1001,"Clinical decision support mechanism evicore, as defined by the medicare appropriate use criteria program",Cdsm evicore
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1002,"Clinical decision support mechanism medcurrent, as defined by the medicare appropriate use criteria program",Cdsm medcurrent
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1003,"Clinical decision support mechanism medicalis, as defined by the medicare appropriate use criteria program",Cdsm medicalis
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1004,"Clinical decision support mechanism national decision support company, as defined by the medicare appropriate use criteria program",Cdsm ndsc
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1005,"Clinical decision support mechanism national imaging associates, as defined by the medicare appropriate use criteria program","HCPCS G1005 terminated on December 31, 2020."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1006,"Clinical decision support mechanism test appropriate, as defined by the medicare appropriate use criteria program","HCPCS G1006 terminated on December 31, 2020."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1007,"Clinical decision support mechanism aim specialty health, as defined by the medicare appropriate use criteria program",Cdsm aim
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1008,"Clinical decision support mechanism cranberry peak, as defined by the medicare appropriate use criteria program",Cdsm cranberry pk
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1009,"Clinical decision support mechanism sage health management solutions, as defined by the medicare appropriate use criteria program","HCPCS G1009 terminated on March 31, 2022."
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1010,"Clinical decision support mechanism stanson, as defined by the medicare appropriate use criteria program",Cdsm stanson
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1011,"Clinical decision support mechanism, qualified tool not otherwise specified, as defined by the medicare appropriate use criteria program",Cdsm qualified nos
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1012,"Clinical decision support mechanism agilemd, as defined by the medicare appropriate use criteria program",Cdsm agilemd
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1013,"Clinical decision support mechanism evidencecare imagingcare, as defined by the medicare appropriate use criteria program",Cdsm evidencecare
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1014,"Clinical decision support mechanism inveniqa semantic answers in medicine, as defined by the medicare appropriate use criteria program",Cdsm inveniqa
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1015,"Clinical decision support mechanism reliant medical group, as defined by the medicare appropriate use criteria program",Cdsm reliant
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1016,"Clinical decision support mechanism speed of care, as defined by the medicare appropriate use criteria program",Cdsm speed of care
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1017,"Clinical decision support mechanism healthhelp, as defined by the medicare appropriate use criteria program",Cdsm healthhelp
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1018,"Clinical decision support mechanism infinx, as defined by the medicare appropriate use criteria program",Cdsm infinx
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1019,"Clinical decision support mechanism logicnets, as defined by the medicare appropriate use criteria program",Cdsm logicnets
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1020,"Clinical decision support mechanism curbside clinical augmented workflow, as defined by the medicare appropriate use criteria program",Cdsm curbside
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1021,"Clinical decision support mechanism ehealthline clinical decision support mechanism, as defined by the medicare appropriate use criteria program",Cdsm ehealthline
HCPCS 'G' Codes,Procedures / Professional Services (Temporary Codes),G1022,"Clinical decision support mechanism intermountain clinical decision support mechanism, as defined by the medicare appropriate use criteria program",Cdsm intermountain
